AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG2372;62234;29;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;93500;1;1;9;5;1;1;1.0;;2;1;;1;2;2;4;4;4;1;3;99;1;1;99;1;2.0;;3.0;2.0;;3.0;1;2;;5.0;;;;5;99;99;99;99;5;1.0;1.0;4.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;3;4;2;2;1;2.0;3.0;3;;1.0;;8.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6.0;1;3;4;2;2;2;1;5;99;1;2;2;13;3.0;8.0;5.0;;;;;;;;;;2;;3;4;1.0;1;10;2;;;;;1,03546;3;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.7;1
AG2405;62277;20;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;1;30000;9;5;7;4;3;1;2.0;;4;1;;1;2;99;4;1;2;2;3;3;3;3;3;2;2.0;2.0;2.0;1.0;1.0;2.0;1;2;;4.0;;1.0;;1;99;99;99;99;3;;;;;;;;;;;;4;3;1;3;3;;;3;;10.0;;4.0;;7.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;2;4;2;2;6;1;4;1;99;2;2;1;3;10.0;7.0;;;;;;;;;;;2;;2;1;;3;7;2;1.0;5.0;;;0,937071;3;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.7;1
AG2471;62353;29;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;21000;6;3;8;4;1;1;2.0;;1;1;;1;1;2;1;3;3;1;99;99;1;1;1;99;;;4.0;4.0;4.0;;1;2;;5.0;;3.0;;4;99;1;2;99;5;1.0;1.0;4.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;2;2;1;2;3;;;3;;6.0;;8.0;;1.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;3;2;2;2;1;3;3;1;1;1;1;8.0;5.0;3.0;10.0;13.0;6.0;7.0;2.0;;;;;2;;2;1;;2;8;97;;;;;0,925912;3;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.7;1
AG2474;62355;26;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;9;13300;9;5;6;3;3;1;2.0;;1;1;;1;2;2;4;2;2;2;3;3;2;1;99;99;1.0;1.0;1.0;1.0;;;1;3;;4.0;;2.0;;2;99;1;99;99;2;1.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2;4;2;2;2;3.0;1.0;3;;6.0;;8.0;;7.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;2;3;2;2;2;2;2;1;99;1;1;1;5;1.0;8.0;10.0;3.0;7.0;;;;;;;;2;;2;1;;1;10;1;;;;;0,920772;3;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.7;1
AG2487;62367;24;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;6;95310;1;1;9;5;1;1;2.0;;2;1;;1;1;2;2;2;2;2;2;1;2;2;1;2;2.0;2.0;2.0;2.0;2.0;2.0;2;5;;2.0;;;;3;1;1;1;3;7;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;1;1;3;2;2.0;3.0;2;50.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3.0;3;2;2;2;4;3;4;2;3;3;1;1;2;8.0;3.0;7.0;1.0;13.0;5.0;6.0;;;;;;1;1.0;2;4;2.0;2;8;3;;;;;1,03546;3;0;HP/HC;Monophase;6;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.7;1
AG1088;26661;24;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;2200;6;3;5;3;1;1;1.0;;2;1;;1;2;2;2;1;1;2;3;3;1;3;99;3;4.0;2.0;4.0;2.0;;1.0;2;2;;3.0;;5.0;;1;2;2;1;2;2;2.0;1.0;4.0;4.0;2.0;1.0;1.0;2.0;4.0;1.0;1.0;1;4;3;2;4;;;3;;3.0;;4.0;;1.0;;3;1;;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;2.0;4;1;1.0;1;3;4;1;3;4;6;1;2;2;2;1;8;3.0;2.0;13.0;6.0;1.0;7.0;;;;;;;2;;2;2;1.0;4;10;97;;;;;0,909807;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1089;26661;24;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;2200;6;3;5;3;1;1;1.0;;2;1;;1;2;2;2;1;1;2;3;3;1;3;99;3;4.0;2.0;4.0;2.0;;1.0;2;2;;3.0;;5.0;;1;2;2;1;2;2;2.0;1.0;4.0;4.0;2.0;1.0;1.0;2.0;4.0;1.0;1.0;1;4;3;2;4;;;3;;3.0;;4.0;;1.0;;3;1;;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;2.0;4;1;1.0;1;3;4;1;3;4;6;1;2;2;2;1;8;3.0;2.0;13.0;6.0;1.0;7.0;;;;;;;2;;2;2;1.0;4;10;97;;;;;0,909807;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1470;36924;28;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;6;69140;8;5;8;4;1;1;1.0;;1;1;;1;2;1;2;3;2;1;99;2;2;1;1;3;;2.0;1.0;2.0;3.0;3.0;4;3;;4.0;;2.0;;2;2;1;2;2;4;3.0;2.0;3.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;2.0;2;2;3;2;1;2.0;3.0;2;50.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3.0;2;2;3;1;3;1;6;1;1;1;1;1;4;6.0;10.0;2.0;13.0;3.0;;;;;;;;2;;1;3;1.0;2;10;5;;;;;0,925912;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1471;36924;28;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;6;69140;8;5;8;4;1;1;1.0;;1;1;;1;2;1;2;3;2;1;99;2;2;1;1;3;;2.0;1.0;2.0;3.0;3.0;4;3;;4.0;;2.0;;2;2;1;2;2;4;3.0;2.0;3.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;2.0;2;2;3;2;1;2.0;3.0;2;50.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3.0;2;2;3;1;3;1;6;1;1;1;1;1;4;6.0;10.0;2.0;13.0;3.0;;;;;;;;2;;1;3;1.0;2;10;5;;;;;0,925912;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2024;54128;28;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;35560;3;2;1;1;2;1;1.0;;1;1;;1;2;2;4;1;4;1;1;1;1;1;1;1;4.0;4.0;1.0;1.0;4.0;4.0;1;5;;4.0;;2.0;;2;2;1;99;3;8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1;3;1;1;1.0;4.0;4;;9.0;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;5;4;4;1;7;6;3;2;99;1;6;1;1;3.0;13.0;2.0;5.0;8.0;6.0;;;;;;;2;;1;5;4.0;4;5;97;;;;;1,127692;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2288;62161;29;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;75001;1;1;9;5;1;1;1.0;;1;1;;1;2;1;1;2;1;1;1;2;2;1;2;1;1.0;2.0;3.0;2.0;1.0;2.0;1;4;;2.0;;;;4;1;1;1;3;6;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1;4;3;2;1;1.0;3.0;2;60.0;;;;;;;2;1;;1.0;;2.0;2.0;;4.0;;;;;;;;;;;;;;;;;;;;1.0;2;1;2.0;2;1;2;1;4;3;7;3;2;1;1;1;9;2.0;1.0;8.0;13.0;6.0;;;;;;;;1;1.0;1;4;3.0;1;9;3;5.0;4.0;;;1,03546;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2502;62380;29;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;6600;9;5;8;4;3;1;1.0;;4;1;;1;1;2;4;4;4;2;3;3;3;3;1;3;3.0;3.0;2.0;3.0;2.0;3.0;3;3;;4.0;;5.0;;3;99;1;99;99;5;;;;;;;;;;;;3;1;2;2;2;2.0;3.0;3;;9.0;;8.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;1;4;1;3;3;3;2;2;1;1;1;7;1.0;3.0;6.0;13.0;5.0;10.0;9.0;8.0;2.0;;;;2;;1;2;1.0;2;10;97;;;;;0,937071;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2503;62380;29;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;6600;9;5;8;4;3;1;1.0;;4;1;;1;1;2;4;4;4;2;3;3;3;3;1;3;3.0;3.0;2.0;3.0;2.0;3.0;3;3;;4.0;;5.0;;3;99;1;99;99;5;;;;;;;;;;;;3;1;2;2;2;2.0;3.0;3;;9.0;;8.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;1;4;1;3;3;3;2;2;1;1;1;7;1.0;3.0;6.0;13.0;5.0;10.0;9.0;8.0;2.0;;;;2;;1;2;1.0;2;10;97;;;;;0,937071;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2475;62355;26;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;9;13300;9;5;6;3;3;1;2.0;;1;1;;1;2;2;4;2;2;2;3;3;2;1;99;99;1.0;1.0;1.0;1.0;;;1;3;;4.0;;2.0;;2;99;1;99;99;2;1.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2;4;2;2;2;3.0;1.0;3;;6.0;;8.0;;7.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;2;3;2;2;2;2;2;1;99;1;1;1;5;1.0;8.0;10.0;3.0;7.0;;;;;;;;2;;2;1;;1;10;1;;;;;0,920772;3;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0;5.0;0.51;0.95
AG1999;53338;26;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;51100;6;3;8;4;1;1;1.0;;1;1;;1;2;2;1;2;2;1;2;1;1;1;1;1;2.0;2.0;1.0;1.0;3.0;2.0;1;5;;;;;;3;1;1;2;3;5;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;2;1;2;1;3;;;2;60.0;;;;;;;2;1;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1.0;2;3;2;1;4;4;4;2;2;1;1;3;5;10.0;1.0;8.0;13.0;6.0;2.0;12.0;3.0;;;;;2;;1;3;2.0;4;8;97;;;;;0,925912;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2354;62218;28;Femme;<30 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;35560;3;2;1;1;2;1;1.0;;1;1;;1;2;1;1;1;1;1;1;1;1;1;1;1;4.0;4.0;1.0;4.0;4.0;1.0;1;4;;;;;;1;2;1;2;1;8;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;2;2;1;1;1.0;4.0;4;;9.0;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;7;5;3;2;99;1;1;2;5;2.0;8.0;1.0;6.0;;;;;;;;;2;;1;5;4.0;4;5;97;;;;;1,127692;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG1654;41963;29;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;5;86000;3;2;7;4;2;1;1.0;;1;1;;1;1;1;3;3;3;2;2;2;2;3;2;3;2.0;2.0;2.0;2.0;2.0;2.0;2;2;;;;;;2;2;1;2;2;4;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;4;3;2;2;2.0;99.0;2;50.0;;;;;;;2;1;;2.0;;1.0;4.0;;8.0;;;;;;;;;;;;;;;;;;;;1.0;2;2;;2;2;2;2;1;2;6;3;2;1;1;1;3;;;;;;;;;;;;;2;;2;1;;1;10;4;2.0;1.0;5.0;;0,95787;2;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Oui;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Oui, un peu;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;7.0;0.5;0.5
AG1655;41963;29;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;5;86000;3;2;7;4;2;1;1.0;;1;1;;1;1;1;3;3;3;2;2;2;2;3;2;3;2.0;2.0;2.0;2.0;2.0;2.0;2;2;;;;;;2;2;1;2;2;4;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2;4;3;2;2;2.0;99.0;2;50.0;;;;;;;2;1;;2.0;;1.0;4.0;;8.0;;;;;;;;;;;;;;;;;;;;1.0;2;2;;2;2;2;2;1;2;6;3;2;1;1;1;3;;;;;;;;;;;;;2;;2;1;;1;10;4;2.0;1.0;5.0;;0,95787;2;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Oui;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Non;;;;;;;Oui, un peu;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;7.0;0.5;0.5
AG2285;62158;29;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;8;33400;7;4;8;4;2;1;1.0;;1;1;;1;2;1;1;2;2;1;1;1;1;1;1;1;2.0;1.0;1.0;1.0;1.0;1.0;1;5;;;;;;3;1;1;1;4;7;1.0;1.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;1;1;4;1;3;;;2;50.0;;;;;;;1;1;;2.0;;3.0;8.0;;;;;;;;;;;;;;;;;;;;;;3.0;3;1;6.0;4;2;3;2;6;5;7;6;3;5;5;3;8;;;;;;;;;;;;;1;2.0;2;5;4.0;3;11;1;;;;;0,95787;2;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non;;;;;;;Ne se prononce pas;Oui;Lave-linge,Lave-vaisselle,Seche-linge;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;6.0;0.5;0.5
AG2416;62294;26;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;4;92000;1;1;9;5;1;1;1.0;;1;1;;1;2;1;1;2;2;2;3;2;2;2;3;1;1.0;1.0;2.0;2.0;2.0;3.0;2;3;;;;;;2;1;1;2;3;1;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;3.0;3;2;4;1;1;1.0;2.0;2;50.0;;;;;;;2;1;;2.0;;2.0;7.0;;;;;;;;;;;;;;;;;;;;;;2.0;2;2;;2;2;2;2;2;1;4;1;1;1;1;2;11;;;;;;;;;;;;;1;2.0;2;1;;1;2;1;;;;;1,03546;2;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non;;;;;;;Ne se prononce pas;Oui;Lave-linge,Lave-vaisselle,Seche-linge;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;6.0;0.5;0.5
AG2448;62329;20;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;2;75016;1;1;9;5;1;1;1.0;;4;1;;1;2;1;2;3;2;2;1;2;3;3;2;2;3.0;2.0;4.0;1.0;2.0;2.0;2;3;;4.0;;2.0;;2;1;1;1;2;5;;;;;;;;;;;;3;3;1;1;3;;;2;50.0;;;;;;;2;1;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3.0;2;2;2;2;4;4;6;1;1;3;2;1;8;7.0;13.0;5.0;1.0;3.0;6.0;2.0;;;;;;2;;2;3;3.0;1;7;1;;;;;1,03546;2;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non;;;;;;;Ne se prononce pas;Oui;Lave-linge,Lave-vaisselle,Seche-linge;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;6.0;0.5;0.5
AG2451;62333;19;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;4;49000;3;2;8;4;2;1;2.0;;2;1;;1;2;1;2;2;2;2;2;2;3;2;2;1;1.0;3.0;2.0;3.0;2.0;2.0;2;2;;;;;;3;2;2;2;2;4;2.0;1.0;2.0;1.0;2.0;3.0;2.0;2.0;3.0;2.0;1.0;2;2;2;3;2;3.0;3.0;2;9.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1.0;2;2;2;2;1;2;6;1;2;1;1;1;13;8.0;6.0;3.0;1.0;7.0;;;;;;;;2;;2;1;;2;5;2;;;;;0,95787;2;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Non, pas vraiment;Non;;;;;;;Ne se prononce pas;Oui;Lave-linge,Lave-vaisselle,Seche-linge;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;6.0;0.5;0.5
AG1179;28864;29;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;1;33210;7;4;1;1;2;1;1.0;;1;1;;1;1;2;3;2;2;2;3;99;3;99;99;99;3.0;;2.0;;;;2;1;;5.0;;;;2;99;2;2;99;8;2.0;2.0;4.0;2.0;3.0;1.0;2.0;2.0;3.0;2.0;2.0;2;1;2;3;2;3.0;99.0;3;;4.0;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;3;3;1;7;6;4;1;99;1;1;1;8;10.0;5.0;1.0;2.0;6.0;13.0;3.0;7.0;;;;;2;;3;1;;3;10;1;;;;;1,127692;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
AG2488;62368;23;Femme;<30 ans;CommerÃ§ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;6;93150;1;1;9;5;1;1;1.0;;1;1;;1;2;1;2;2;3;2;1;2;1;1;2;1;1.0;2.0;1.0;2.0;1.0;3.0;1;3;;4.0;;1.0;;5;99;1;1;99;7;1.0;2.0;1.0;3.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2;4;1;3;2;1.0;2.0;3;;1.0;;9.0;;2.0;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;3;3;2;1;7;5;5;6;1;1;1;2;13;2.0;8.0;3.0;6.0;1.0;10.0;5.0;;;;;;2;;1;4;2.0;4;8;1;;;;;1,03546;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5
